442,1.333,-21.315,9,1
443,1.334,-5.708,5,5
444,1.337,-59.814,10,5
445,1.340,-56.956,8,2
446,1.343,-79.254,8,5
447,1.343,8.788,9,5
448,1.343,3.606,8,5
449,1.345,-33.499,10,4
450,1.350,28.544,10,5
451,1.351,16.329,9,3
452,1.356,21.569,11,3
453,1.356,-3.852,8,5
454,1.360,-14.422,8,5
455,1.365,76.292,13,2
456,1.366,-37.303,9,5
457,1.367,-42.887,8,6
458,1.368,-7.665,8,5
459,1.368,-61.226,10,4
460,1.370,22.224,10,4
461,1.371,34.106,9,3
462,1.380,-9.618,8,3
463,1.383,-35.130,10,5
464,1.384,-31.968,13,3
465,1.391,76.286,9,5
466,1.396,53.172,8,5
467,1.397,-47.569,10,4
468,1.399,-61.310,8,5
469,1.401,-51.261,8,5
470,1.404,43.401,9,1
471,1.412,-58.290,10,6
472,1.416,55.710,8,5
473,1.421,45.812,9,5
474,1.420,44.469,9,2
475,1.424,58.313,9,4
476,1.425,13.396,6,5
477,1.429,-29.961,11,3
478,1.429,-22.510,10,3
479,1.430,25.615,11,5
480,1.430,-15.366,9,5
481,1.433,-36.779,11,4
482,1.435,17.840,8,3
483,1.439,81.072,10,2
484,1.442,-19.670,10,4
485,1.448,47.087,9,2
486,1.457,-52.820,10,3
487,1.464,78.738,10,4
488,1.462,-68.551,11,4
489,1.466,2.764,11,4
490,1.469,-41.753,8,3
491,1.470,12.527,10,5
492,1.479,-14.433,10,3
493,1.478,18.235,8,3
494,1.479,-68.811,10,3
495,1.481,18.076,9,5
496,1.486,24.569,8,6
497,1.488,49.622,8,3
498,1.493,44.739,9,2
499,1.495,-54.641,10,5
500,1.500,-48.679,10,6
501,1.501,-39.137,9,5
502,1.502,28.277,7,6
503,1.505,16.452,9,5
504,1.514,24.916,8,5
505,1.514,63.680,8,2
506,1.515,53.277,9,1
507,1.518,-84.098,9,6
508,1.518,40.419,7,5
509,1.522,-31.444,10,4
510,1.534,9.715,8,3
511,1.534,0.121,9,5
512,1.538,-29.151,8,1
513,1.547,87.889,10,5
514,1.549,-23.538,11,3
515,1.555,-1.887,9,3
516,1.559,-32.816,9,6
517,1.564,-55.499,10,3
518,1.566,58.437,7,4
519,1.570,-64.241,9,3
520,1.571,-10.779,8,6
521,1.578,-1.238,9,5
522,1.580,-49.075,6,3
523,1.580,-65.841,13,6
524,1.583,-12.017,9,3
525,1.584,40.899,8,5
526,1.584,60.457,9,2
527,1.587,68.636,9,5
528,1.591,-24.603,11,3
529,1.604,-18.038,8,3
530,1.609,42.753,9,4
531,1.611,64.196,6,1
532,1.612,-74.401,11,3
533,1.613,-16.738,10,5
534,1.615,-52.933,10,5
535,1.619,-43.628,11,3
536,1.622,27.090,10,5
537,1.631,-21.501,10,3
538,1.632,5.825,12,5
539,1.642,43.782,10,3
540,1.648,28.553,7,5
541,1.649,-47.585,10,3
542,1.650,56.515,9,2
543,1.651,-25.296,11,3
544,1.653,29.021,7,4
545,1.660,33.654,9,5
546,1.662,-36.085,8,5
547,1.665,-24.621,9,3
548,1.667,70.169,9,5
549,1.671,65.588,12,3
550,1.674,56.325,9,2
551,1.683,8.657,12,4
552,1.689,-6.261,11,4
553,1.690,-21.093,10,3
554,1.693,-13.749,11,4
555,1.694,10.069,10,3
556,1.696,-4.350,9,3
557,1.696,23.494,9,3
558,1.697,-70.589,9,6
559,1.700,44.613,10,1
560,1.709,-23.107,7,3
561,1.710,68.167,12,4
562,1.711,20.560,9,5
563,1.711,31.130,9,5
564,1.714,-45.864,11,3
565,1.718,1.861,10,3
566,1.718,49.382,10,5
567,1.722,-38.878,8,5
568,1.722,-55.161,10,5
569,1.725,-3.626,9,3
570,1.731,-30.609,13,2
571,1.732,-30.603,11,3
572,1.734,38.202,10,5
573,1.735,-43.985,8,5
574,1.748,-40.414,10,3
575,1.748,65.539,11,3
576,1.749,53.975,10,2
577,1.753,32.870,10,4
578,1.758,22.844,9,3
579,1.760,5.288,9,6
580,1.761,-18.821,9,3
581,1.767,6.875,8,2
582,1.773,62.393,10,2
583,1.776,85.405,9,2
584,1.782,-15.850,9,3
585,1.782,-30.562,9,2
586,1.783,-23.036,11,3
587,1.784,-37.929,9,3
588,1.785,14.824,10,3
589,1.788,72.775,9,3
590,1.792,34.854,9,6
591,1.796,46.757,9,5
592,1.798,65.654,12,3
593,1.802,6.204,10,3
594,1.803,-60.071,10,2
595,1.803,-22.028,11,3
596,1.806,-76.731,8,3
597,1.808,73.210,9,3
598,1.810,20.556,9,5
599,1.814,-41.890,9,3
600,1.819,-27.398,9,5
601,1.826,20.965,10,4
602,1.826,-17.387,7,2
603,1.827,7.704,8,3
604,1.831,1.665,10,4
605,1.842,-56.837,8,6
606,1.844,-25.357,8,3
607,1.844,26.451,8,5
608,1.845,-11.033,10,4
609,1.847,-11.613,9,2
610,1.858,-77.494,9,5
611,1.856,-40.480,9,5
612,1.867,-56.011,8,3
613,1.872,17.303,9,6
614,1.880,35.746,10,5
615,1.880,24.321,9,2
616,1.886,-23.819,9,4
617,1.886,32.009,9,3
618,1.895,-60.642,9,3
619,1.897,31.669,8,5
620,1.904,-86.039,8,1
621,1.902,-62.315,8,6
622,1.906,52.773,8,5
623,1.906,53.526,9,3
624,1.906,-45.120,9,3
625,1.907,40.078,8,5
626,1.908,40.148,7,5
627,1.913,-66.895,9,4
628,1.917,1.094,9,2
629,1.917,-7.921,9,5
630,1.919,39.035,9,3
631,1.921,-65.932,8,5
632,1.921,-56.250,10,5
633,1.928,-46.545,10,5
634,1.930,37.185,8,3
635,1.934,-2.549,7,1
636,1.945,-22.509,7,2
637,1.949,-5.486,10,5
638,1.950,21.746,11,2
639,1.952,-11.129,9,5
640,1.962,38.722,8,2
641,1.967,55.577,9,4
642,1.972,-4.855,10,3
643,1.978,-42.154,11,3
644,1.979,-51.258,9,5
645,1.997,-14.227,10,4
646,1.997,-18.685,8,5
647,1.998,-78.211,9,5
648,2.001,-78.599,8,2
649,2.001,-7.545,9,3
650,2.003,29.838,8,3
651,2.003,-39.612,10,3
652,2.007,31.391,8,2
653,2.008,-30.032,10,3
654,2.009,-45.382,10,5
655,2.014,-33.529,6,5
656,2.020,53.796,9,4
657,2.021,-29.416,10,5
658,2.024,4.927,9,5
659,2.040,31.379,8,2
660,2.042,71.159,9,2
661,2.049,-59.063,9,5
662,2.050,-70.056,9,5
663,2.049,-38.281,11,3
664,2.050,-2.448,7,5
665,2.055,-43.647,11,4
666,2.057,-49.722,11,3
667,2.057,29.732,9,5
668,2.061,42.223,9,5
669,2.068,-14.824,8,4
670,2.071,34.495,9,3
671,2.073,-8.824,7,5
673,2.078,-32.701,9,5
674,2.088,-42.944,11,4
675,2.092,3.441,9,5
676,2.095,21.925,10,3
677,2.097,29.090,3,1
678,2.096,-19.224,10,5
679,2.101,50.245,9,2
680,2.103,-57.195,10,5
681,2.105,-51.401,10,3
682,2.107,6.617,8,4
683,2.108,41.958,9,2
684,2.110,-44.274,11,2
685,2.112,-53.443,10,5
686,2.113,-30.069,10,3
687,2.114,17.424,11,5
688,2.115,-24.094,8,3
689,2.119,34.935,8,4
690,2.124,-66.514,10,4
691,2.126,52.337,8,3
692,2.129,-6.792,8,6
693,2.130,20.267,10,3
694,2.131,11.171,10,3
695,2.137,63.204,7,5
696,2.140,-17.578,7,6
697,2.147,53.254,8,3
698,2.162,-74.238,8,5
699,2.171,36.627,7,3
700,2.180,-2.222,8,5
701,2.183,74.215,8,1
702,2.187,-52.328,9,3
703,2.192,-86.189,12,6
704,2.191,14.142,9,5
705,2.212,86.788,9,3
706,2.192,-34.794,9,3
707,2.195,-66.759,10,5
708,2.195,-36.744,9,3
709,2.202,-47.061,9,3
710,2.203,8.022,8,2
711,2.205,-7.897,10,5
712,2.208,40.841,8,5
713,2.208,-60.264,10,3
714,2.208,40.495,8,6
715,2.216,-25.548,11,3
716,2.217,25.463,7,5
717,2.218,0.693,8,5
718,2.221,-42.918,11,3
719,2.221,-35.819,10,5
720,2.223,-22.179,8,6
721,2.231,-26.224,10,5
722,2.236,12.804,9,3
723,2.239,66.457,9,4
724,2.247,-21.206,8,5
725,2.248,34.368,10,6
726,2.249,-39.737,8,4
727,2.250,49.858,9,3
728,2.251,28.248,7,2
729,2.260,18.212,6,5
730,2.260,-54.002,7,4
731,2.262,27.652,12,5
732,2.261,-35.092,8,3
733,2.262,9.850,9,4
734,2.262,-24.335,11,3
735,2.263,22.664,10,3
736,2.264,-59.281,10,4
737,2.265,40.843,8,4
738,2.268,-27.122,12,5
739,2.266,-28.330,10,3
740,2.268,19.925,8,3
741,2.274,-36.651,11,5
742,2.277,-50.608,9,5
743,2.279,-50.014,9,5
744,2.286,-50.167,8,1
745,2.289,-38.290,10,4
746,2.295,59.150,3,3
747,2.293,44.722,9,3
748,2.296,21.059,10,3
749,2.298,-31.477,10,5
750,2.298,44.723,11,3
751,2.304,42.254,11,3
752,2.304,-0.752,11,4
753,2.312,32.476,10,4
754,2.316,25.282,9,4
755,2.320,65.071,8,5
756,2.326,-37.383,12,2
757,2.327,-59.060,10,5
758,2.330,-41.886,10,3
759,2.331,17.534,8,4
760,2.334,79.715,7,2
761,2.338,-27.988,6,3
762,2.347,-41.044,10,4
763,2.347,58.666,9,2
764,2.349,14.418,10,3
765,2.353,-45.747,5,5
766,2.352,0.072,9,3
767,2.365,46.388,8,2
768,2.367,19.116,9,4
769,2.367,1.244,8,5
770,2.368,-12.035,10,3
771,2.377,-10.188,9,5
772,2.378,-34.111,9,4
773,2.379,19.559,8,5
774,2.384,-40.649,10,5
775,2.392,-66.030,9,5
776,2.396,-46.375,11,3
777,2.397,-21.382,10,3
778,2.401,-51.737,11,3
779,2.401,62.668,10,6
780,2.402,26.682,10,5
781,2.402,51.567,10,6
782,2.414,-56.192,9,5
783,2.416,-32.079,10,6
784,2.422,57.260,10,2
785,2.422,-63.590,8,6
786,2.423,-37.315,9,3
787,2.433,-31.825,10,5
788,2.432,-3.678,10,3
789,2.443,36.474,11,3
790,2.452,19.381,9,3
791,2.452,-40.893,9,4
792,2.453,-6.841,9,5
793,2.458,53.526,9,5
794,2.459,-33.789,10,4
795,2.465,8.453,9,4
796,2.464,61.514,12,2
797,2.466,11.416,9,3
798,2.467,-62.297,7,2
799,2.469,12.711,9,5
800,2.468,51.423,9,5
801,2.470,-50.268,9,3
802,2.479,4.832,9,5
803,2.479,-2.561,8,6
804,2.485,-78.591,10,5
805,2.486,-44.666,8,5
806,2.488,4.166,9,5
807,2.489,8.577,10,4
808,2.490,43.438,10,3
809,2.492,-65.357,9,5
810,2.496,-25.875,8,2
811,2.502,-28.483,11,2
812,2.507,44.110,10,5
813,2.509,11.146,6,1
814,2.509,-82.224,6,5
815,2.511,-63.297,9,3
816,2.514,-77.480,10,5
817,2.513,46.390,8,2
818,2.514,-8.974,8,3
819,2.519,-79.002,9,3
820,2.520,86.023,10,3
821,2.520,33.539,10,2
822,2.523,84.152,9,3
823,2.522,38.415,11,5
824,2.523,25.198,8,6
825,2.528,50.807,9,5
826,2.528,47.307,9,5
827,2.528,-28.338,11,4
828,2.530,39.649,9,3
829,2.533,-78.301,8,5
830,2.533,-15.177,10,3
831,2.539,-49.143,9,3
832,2.542,-33.281,10,4
833,2.543,-19.984,10,3
834,2.544,64.647,9,5
835,2.554,25.527,10,3
836,2.559,60.026,9,5
837,2.568,50.885,10,5
838,2.568,52.255,8,1
839,2.575,-70.837,10,3
840,2.579,-5.249,7,5
841,2.580,46.072,6,3
842,2.586,-22.769,10,3
843,2.587,18.650,10,5
844,2.589,-48.144,10,3
845,2.595,-43.523,10,3
846,2.596,-13.984,10,3
847,2.596,-11.786,9,3
848,2.600,58.489,8,3
849,2.604,-6.040,9,5
850,2.607,-30.479,10,5
851,2.610,-14.452,9,3
852,2.611,28.653,8,6
853,2.614,-73.649,11,3
854,2.618,13.595,10,3
855,2.621,51.912,8,5
856,2.623,15.232,9,3
857,2.624,57.166,7,1
858,2.635,33.131,8,5
859,2.643,52.317,8,2
860,2.644,59.674,7,1
861,2.653,-41.119,9,5
862,2.656,-49.282,11,2
863,2.658,-63.634,9,3
864,2.659,16.844,10,5
865,2.661,-73.224,7,3
866,2.662,56.056,9,2
867,2.663,12.820,9,3
868,2.664,2.301,9,5
869,2.670,13.223,10,3
870,2.670,2.055,8,3
871,2.675,54.892,10,4
872,2.677,-54.400,9,4
873,2.678,-12.580,7,5
874,2.688,58.018,8,2
875,2.691,-38.769,9,3
876,2.693,58.769,9,2
877,2.693,55.343,9,4
878,2.694,-21.934,8,5
879,2.695,-73.507,10,3
880,2.695,37.474,8,3
881,2.695,-34.861,8,5
882,2.697,32.242,8,5
883,2.697,-57.486,9,3
884,2.701,51.178,9,6
885,2.701,49.011,9,1
886,2.702,30.686,9,2
887,2.723,-13.903,8,5
888,2.725,-31.215,11,4
889,2.734,48.110,9,3
890,2.733,64.963,10,3
891,2.733,-42.252,10,5
892,2.737,-2.074,9,5
893,2.741,-18.573,8,5
894,2.742,52.443,10,3
895,2.756,29.550,9,3
896,2.765,13.750,10,3
897,2.769,-5.784,12,5
898,2.769,5.209,12,5
899,2.769,-10.878,10,5
900,2.774,4.133,8,5
901,2.779,26.338,11,5
902,2.783,57.588,7,5
903,2.788,-87.414,10,3
904,2.788,-7.376,10,3
905,2.789,49.547,9,2
906,2.790,-3.321,7,5
907,2.810,6.180,11,4
908,2.811,10.636,9,5
909,2.815,7.948,8,5
910,2.816,-15.468,6,3
911,2.823,-20.725,12,3
912,2.823,-29.641,10,5
913,2.824,-40.373,8,5
914,2.825,-32.800,9,4
915,2.832,-32.404,9,2
916,2.838,58.350,10,5
917,2.841,50.843,10,5
918,2.842,74.484,8,5
919,2.843,30.450,9,4
920,2.852,23.818,9,3
921,2.852,-8.359,11,3
922,2.872,-18.707,9,3
923,2.873,35.931,10,5
924,2.878,-49.629,10,4
925,2.879,-1.123,9,5
926,2.880,40.399,8,6
927,2.881,-55.750,9,3
928,2.882,-34.460,9,5
929,2.888,-58.910,9,4
930,2.894,-27.800,6,5
931,2.897,-3.078,8,3
932,2.897,-18.601,8,5
933,2.898,7.122,11,5
934,2.899,-57.473,10,4
935,2.898,33.680,9,2
936,2.899,-5.068,9,5
937,2.902,-23.632,9,3
938,2.903,-80.174,8,5
939,2.903,-17.969,10,5
940,2.905,58.212,8,2
941,2.905,-72.275,10,3
942,2.906,63.443,10,2
943,2.906,10.328,9,4
944,2.909,-49.656,9,5
945,2.912,55.961,8,2
946,2.916,28.225,9,5
947,2.920,-9.703,9,3
948,2.924,-39.230,11,5
949,2.924,54.336,9,2
950,2.933,-35.133,6,3
951,2.937,57.272,8,4
952,2.941,27.510,9,3
953,2.946,-33.234,9,4
954,2.948,9.140,8,4
955,2.951,-17.558,10,3
956,2.959,28.423,8,3
957,2.960,66.126,8,2
958,2.961,-54.210,9,5
959,2.962,50.989,10,2
960,2.962,-19.703,10,3
961,2.962,-35.547,10,4
962,2.975,-11.165,10,5
963,2.978,-33.037,10,4
964,2.978,-22.818,9,3
965,2.981,-75.477,8,6
966,2.984,-42.172,7,5
967,2.996,48.152,7,5
